Progress,duration,RecordedDate,id,consent_1,consent_2,definition,AIMES_4,AIMES_1,AIMES_2,AIMES_8,AIMES_6,AIMES_5,AIMES_7,AIMES_9,AIMES_10,AIMES_11,AIMES_15,AIMES_14,AIMES_17,NEW_1,NEW_2,SPIRIT_10,SPIRIT_12,AIMES_18,AIMES_19,AIMES_20,NEW_3,ATT_1_[3],DISPO_29,DISPO_21,DISPO_22,DISPO_34,DISPO_32,DISPO_37,DISPO_38,DISPO_39,DISPO_16,DISPO_36,DISPO_28,DISPO_26,DISPO_33,NEW_4,NEW_5,DISPO_23,NEW_6,NEW_7,NEW_8,NEW_9,NEW_10,ATT_2_[6],DISPO_8,DISPO_13,DISPO_18,DISPO_19,DISPO_1,DISPO_5,DISPO_6,DISPO_20,DISPO_7,DISPO_2,DISPO_10,DISPO_11,DISPO_12,DISPO_15,NEW_11,NEW_12,ATT_3_[1],cc_worry_self,cc_worry_futuregen,age,sex,gender,gender_6_TEXT,politics_1,politics_2,politics_3,attention,SC0,PROLIFIC_PID,att_score,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,ethnicity
100,534s (~8.9 minutes),2022-11-08 17:47:41,60cdbe2390c033540fad1177,1,NA,"I would define nature in a whole, where every living being is depended on a chain of survival.",7,6,7,7,6,7,6,1,6,4,6,7,5,7,7,6,7,7,7,6,5,3,6,4,2,6,4,7,7,7,6,7,6,3,7,7,5,3,6,4,5,3,6,6,6,5,5,6,2,7,3,4,6,6,5,5,6,6,7,6,1,3,4,39,male,man,NA,2,2,2,1,3,60cdbe2390c033540fad1177,3,636b0491f363bd937d7bd065,APPROVED,2022-11-09T01:38:34Z,2022-11-09T01:47:57Z,2022-11-09T01:47:58Z,2022-11-09T01:47:58Z,564,C1L9K35F,997,40,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,White
100,292s (~4.87 minutes),2022-11-08 17:47:47,636174cb66e39e7d6db0ff2f,1,NA,"The world around us that has not been altered by humankind (like forest, rivers, etc)",1,3,2,1,1,1,1,2,3,6,2,3,1,4,5,1,7,7,5,7,3,3,1,1,1,5,1,3,7,5,4,3,1,6,6,1,1,1,4,4,4,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,23,male,man,NA,4,4,4,2,3,636174cb66e39e7d6db0ff2f,3,636b059b0fb916d1fccb7706,APPROVED,2022-11-09T01:42:53Z,2022-11-09T01:47:49Z,2022-11-09T01:47:50Z,2022-11-09T01:47:50Z,296,C1L9K35F,14,23,Male,Asian,DATA_EXPIRED,United States,United States,Chinese,DATA_EXPIRED,DATA_EXPIRED,Asian
100,646s (~10.77 minutes),2022-11-08 17:48:12,5f123d2f9926a1193a114e68,1,NA,An aspect of the outside environment that is not molded heavily by humanity or social order.,4,2,5,3,5,5,5,6,3,7,4,7,6,5,4,5,5,6,5,5,5,3,3,7,6,5,3,6,7,6,5,7,4,3,4,4,3,5,3,6,3,4,6,6,5,2,7,3,1,6,3,4,7,6,5,2,5,6,5,4,1,4,4,29,female,woman,NA,7,6,7,1,3,5f123d2f9926a1193a114e68,3,636b044ff171e72cdc32f793,APPROVED,2022-11-09T01:37:22Z,2022-11-09T01:48:15Z,2022-11-09T01:48:16Z,2022-11-09T01:48:16Z,653,C1L9K35F,2468,29,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED,Black
100,345s (~5.75 minutes),2022-11-08 17:48:17,5dfc64647adf4b971f329cbf,1,NA,I would define it as the state of being of physical reality as is without any external influence.,7,6,6,6,4,4,5,2,2,5,6,6,7,7,5,5,7,6,7,5,6,3,5,4,6,7,2,6,6,7,4,7,7,2,6,7,5,7,7,7,6,5,5,6,5,4,4,5,4,7,5,6,5,6,3,6,6,4,7,6,1,2,3,35,male,man,NA,4,3,3,1,3,5dfc64647adf4b971f329cbf,3,636b05850fb916d1fccb7705,APPROVED,2022-11-09T01:42:29Z,2022-11-09T01:48:20Z,2022-11-09T01:48:20Z,2022-11-09T01:48:20Z,352,C1L9K35F,1658,35,Male,Mixed,United States,United States,United States,English,Yes,DATA_EXPIRED,Mixed
100,690s (~11.5 minutes),2022-11-08 17:48:41,62e6da146440267fedfc5e00,1,NA,The areas outside of or with limited human development.,4,2,4,2,3,2,2,4,3,6,4,3,4,4,2,3,6,6,3,4,3,3,6,3,3,6,7,4,6,4,1,7,4,5,6,4,2,1,5,3,4,1,3,6,3,3,5,4,4,2,1,5,2,3,4,3,3,4,1,2,1,2,3,25,male,man,NA,3,1,5,1,3,62e6da146440267fedfc5e00,3,636b040ef4e68fe6bf5d6f69,APPROVED,2022-11-09T01:36:20Z,2022-11-09T01:48:56Z,2022-11-09T01:48:56Z,2022-11-09T01:48:56Z,756,C1L9K35F,464,25,Male,White,United States,United States,United States,English,No,Full-Time,White
100,1137s (~18.95 minutes),2022-11-08 17:48:59,5f52be0dc62ac45c309a3f22,1,NA,"Nature is defined by life, plants, and eco-systems found naturally on Earth.",4,2,3,4,4,5,4,4,5,5,4,5,2,3,1,3,5,7,6,5,3,3,4,1,3,4,5,2,6,6,3,4,2,1,2,5,4,1,5,3,5,1,6,6,4,4,7,4,1,1,1,1,6,3,4,3,4,4,5,1,1,4,4,20,male,man,NA,6,6,7,1,3,5f52be0dc62ac45c309a3f22,3,636b0294520fbfe444c4a86d,APPROVED,2022-11-09T01:29:59Z,2022-11-09T01:49:01Z,2022-11-09T01:49:02Z,2022-11-09T01:49:01Z,1143,C1L9K35F,617,20,Male,White,United States,United States,United States,Spanish,No,Part-Time,White
100,672s (~11.2 minutes),2022-11-08 17:49:02,60fcd954f5ff1656599b53c9,1,NA,Nature is the natural untouched land that consists of plants and animals that people are fascinated with.,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,6,1,4,1,1,1,1,1,1,1,4,4,1,1,4,4,4,1,2,2,36,male,man,NA,7,7,7,1,3,60fcd954f5ff1656599b53c9,3,636b045ed309e62736b70844,APPROVED,2022-11-09T01:37:39Z,2022-11-09T01:49:07Z,2022-11-09T01:49:07Z,2022-11-09T01:49:07Z,688,C1L9K35F,823,36,Male,Black,United States,United States,United States,English,No,Full-Time,Black
100,228s (~3.8 minutes),2022-11-08 17:49:30,5d6349209b22da000117b1bd,1,NA,the outside,3,3,5,4,6,3,4,3,4,6,5,4,4,5,6,5,6,5,5,5,5,3,5,5,6,3,3,4,6,5,6,4,3,3,5,5,5,3,5,6,5,5,5,6,5,3,1,6,1,5,1,5,5,5,5,2,3,3,6,1,1,3,3,39,male,man,NA,6,5,6,1,3,5d6349209b22da000117b1bd,3,636b063fbbfdd8b805d3e2a3,APPROVED,2022-11-09T01:45:38Z,2022-11-09T01:49:33Z,2022-11-09T01:49:33Z,2022-11-09T01:49:33Z,235,C1L9K35F,1864,39,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,NA
100,474s (~7.9 minutes),2022-11-08 17:49:31,5f66893ee1a5b726ff88b66f,1,NA,Something that occurs naturally in the world without interference from mankind.,4,4,3,3,4,3,4,5,5,4,4,3,3,3,3,4,4,3,3,3,4,3,4,4,4,5,3,4,4,4,5,3,4,4,4,4,4,4,3,4,4,4,4,6,3,5,3,6,3,3,2,2,3,3,2,2,3,3,3,2,1,3,3,39,male,man,NA,5,5,5,1,3,5f66893ee1a5b726ff88b66f,3,636b054436fe91f7af8eb78c,APPROVED,2022-11-09T01:41:28Z,2022-11-09T01:49:35Z,2022-11-09T01:49:35Z,2022-11-09T01:49:35Z,488,C1L9K35F,857,40,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,Asian
100,439s (~7.32 minutes),2022-11-08 17:49:32,63331d7bd9dcae2e49dff57e,1,NA,"Nature is the state of the world in its natural form, without any changes made by human hands.",2,3,2,2,4,2,2,1,4,4,2,2,2,5,4,2,5,6,6,4,3,3,4,1,3,4,5,2,5,4,3,5,2,5,4,3,3,2,5,5,3,1,3,6,5,2,2,3,2,3,2,1,4,3,5,2,3,5,5,4,1,3,4,25,male,man,NA,4,4,3,1,3,63331d7bd9dcae2e49dff57e,3,636b0572a33313011a8d93d1,APPROVED,2022-11-09T01:42:10Z,2022-11-09T01:49:34Z,2022-11-09T01:49:34Z,2022-11-09T01:49:34Z,445,C1L9K35F,262,25,Male,Other,United States,United States,United States,English,Yes,Part-Time,Other
100,704s (~11.73 minutes),2022-11-08 17:49:59,5fa0a8458a77a51177c09872,1,NA,"green, vegetation, outdoors, wild animals, mountains, clear air, forests

The above were my initial thoughts as they popped into my head upon thinking of the word ""nature."" I would maybe say that nature is anything in its original state on earth, sans human beings and their technology.",2,2,3,2,6,4,2,7,7,1,2,2,2,2,1,2,2,6,7,2,5,3,3,1,2,6,7,7,7,7,1,7,2,4,4,7,1,1,7,1,2,1,1,6,4,4,1,1,2,1,1,3,7,3,3,1,6,1,3,1,1,4,4,30,female,woman,NA,4,3,5,1,3,5fa0a8458a77a51177c09872,3,636b048024c25b08b979ec97,APPROVED,2022-11-09T01:38:12Z,2022-11-09T01:50:01Z,2022-11-09T01:50:02Z,2022-11-09T01:50:01Z,710,C1L9K35F,560,30,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),White
100,321s (~5.35 minutes),2022-11-08 17:50:01,610dd0f870a5bf4965e59351,1,NA,"Trees, fresh air, grass, outside, animals.",6,7,7,5,5,5,6,7,7,1,6,5,5,7,7,6,6,7,6,6,6,3,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,6,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,4,4,28,female,woman,NA,7,7,7,1,3,610dd0f870a5bf4965e59351,3,636b0600bc9b17a6b2b7083d,APPROVED,2022-11-09T01:44:36Z,2022-11-09T01:50:05Z,2022-11-09T01:50:06Z,2022-11-09T01:50:05Z,330,C1L9K35F,736,28,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",White
100,1371s (~22.85 minutes),2022-11-08 17:50:23,6121f3f9ff4d1216e6a51e54,1,NA,I would define nature as anything that grows with or without human influence. Something that is alive in a sense on earth that isn’t produced by humans.,4,4,4,3,4,4,5,4,4,3,4,4,4,7,6,5,6,5,4,4,4,3,5,3,7,7,5,6,7,7,7,7,4,3,3,7,5,5,4,3,7,1,4,6,3,3,4,3,3,5,5,4,7,6,6,4,5,2,4,2,1,4,4,23,female,woman,NA,6,5,7,1,3,6121f3f9ff4d1216e6a51e54,3,636b01fa717e0722a63dd736,APPROVED,2022-11-09T01:27:27Z,2022-11-09T01:50:29Z,2022-11-09T01:50:34Z,2022-11-09T01:50:29Z,1382,C1L9K35F,210,23,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Mixed
100,350s (~5.83 minutes),2022-11-08 17:50:26,5dd55652f30aa650f027e1c2,1,NA,Wilderness without anything manmade.,2,2,4,2,3,3,3,7,7,2,3,5,1,2,2,3,4,4,4,1,4,3,4,1,2,5,7,4,7,7,1,7,3,1,4,3,3,5,7,4,5,2,3,6,1,3,1,6,3,1,1,2,6,3,5,1,4,2,3,3,1,3,3,29,male,man,NA,6,5,6,1,3,5dd55652f30aa650f027e1c2,3,636b05b3bba6aa5f0aec9d84,APPROVED,2022-11-09T01:44:32Z,2022-11-09T01:50:29Z,2022-11-09T01:50:29Z,2022-11-09T01:50:29Z,357,C1L9K35F,2604,28,Male,Black,United States,United States,United States,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,Black
100,880s (~14.67 minutes),2022-11-08 17:50:26,5fab06002b2fea57d77e8dc6,1,NA,"I would define nature as the outside world, the grass, animals, the woods things like that",6,6,7,7,6,4,6,1,1,7,4,7,7,6,6,7,7,7,6,7,6,3,6,2,6,7,4,6,7,7,7,7,5,5,5,7,7,4,7,7,7,2,4,6,7,5,7,1,7,6,7,6,7,7,7,7,6,7,5,7,1,4,4,25,female,woman,NA,6,6,7,1,3,5fab06002b2fea57d77e8dc6,3,636b037430818a6eae31ca30,APPROVED,2022-11-09T01:35:42Z,2022-11-09T01:50:29Z,2022-11-09T01:50:30Z,2022-11-09T01:50:30Z,887,C1L9K35F,245,25,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Black
100,363s (~6.05 minutes),2022-11-08 17:50:54,5c3631cfa05b4a0001439cca,1,NA,Flora and fauna in wide open spaces.,6,6,7,7,7,7,7,7,7,7,4,4,5,4,6,5,7,7,7,7,6,3,6,7,5,5,4,7,7,7,5,7,6,7,3,7,4,4,4,7,7,1,3,6,4,3,2,2,2,7,5,7,7,3,5,2,3,4,3,1,1,4,4,36,female,woman,NA,7,6,7,1,3,5c3631cfa05b4a0001439cca,3,636b060bd6f8296f07122c63,APPROVED,2022-11-09T01:44:47Z,2022-11-09T01:50:56Z,2022-11-09T01:50:57Z,2022-11-09T01:50:57Z,370,C1L9K35F,1104,36,Female,White,United States,United States,United States,English,No,Full-Time,White
100,355s (~5.92 minutes),2022-11-08 17:51:01,60b7d18beb67181cd97d7ac5,1,NA,The environment present before the impact of humans.,2,5,4,2,6,2,5,6,3,5,6,6,2,1,3,6,6,6,5,4,6,3,6,3,3,6,6,4,3,4,6,4,4,4,6,7,3,1,6,1,5,1,3,6,4,6,4,6,2,4,5,2,4,4,4,5,4,5,2,1,1,4,4,36,male,man,NA,3,2,4,1,3,60b7d18beb67181cd97d7ac5,3,636b061b2b22aa2fb567094f,APPROVED,2022-11-09T01:45:02Z,2022-11-09T01:51:04Z,2022-11-09T01:51:05Z,2022-11-09T01:51:05Z,362,C1L9K35F,789,36,Male,White,United States,United States,United States,English,No,Full-Time,White
100,445s (~7.42 minutes),2022-11-08 17:51:18,5f0151a9e5751c2a5313c45e,1,NA,"The natural environment, such as trees, flowers, grass, rivers, mountains, ect",7,7,7,7,5,3,4,7,4,3,7,7,3,1,4,7,7,7,7,7,6,3,7,7,5,4,5,5,7,7,1,7,7,6,7,7,1,1,7,1,7,1,1,6,4,7,7,7,1,4,1,4,7,5,4,7,4,5,6,6,1,3,3,28,female,woman,NA,4,3,5,1,3,5f0151a9e5751c2a5313c45e,3,636b05d2d6a8ddbeb11b8436,APPROVED,2022-11-09T01:43:50Z,2022-11-09T01:51:21Z,2022-11-09T01:51:21Z,2022-11-09T01:51:21Z,451,C1L9K35F,692,28,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,White
100,250s (~4.17 minutes),2022-11-08 17:51:37,62e02c79a168409c22dc09cb,1,NA,the outdoor space with natural life growing,4,5,6,4,5,5,7,2,4,7,7,6,2,7,2,4,7,6,7,4,7,3,6,5,4,7,5,5,7,7,7,7,6,4,6,7,5,5,7,6,6,1,4,6,3,7,4,6,3,4,2,2,4,7,7,4,5,6,4,3,1,4,4,27,female,woman,NA,6,6,6,1,3,62e02c79a168409c22dc09cb,3,636b06abde8ef73001670921,APPROVED,2022-11-09T01:47:24Z,2022-11-09T01:51:39Z,2022-11-09T01:51:39Z,2022-11-09T01:51:39Z,255,C1L9K35F,533,27,Female,Asian,China,United States,United States,Chinese,No,Part-Time,Asian
100,528s (~8.8 minutes),2022-11-08 17:51:41,5dae16d241fbb6001160ce72,1,NA,Nature is something that comes to life without any intervention.,3,2,3,3,3,2,2,5,5,3,3,3,3,2,2,4,3,3,4,3,4,3,3,3,3,3,6,3,3,4,4,3,3,4,3,4,4,3,4,3,4,3,3,6,3,3,2,4,3,2,4,3,4,3,2,2,2,2,3,2,1,3,3,39,male,man,NA,4,3,4,1,3,5dae16d241fbb6001160ce72,3,636b05955c4546cf01b707fc,APPROVED,2022-11-09T01:42:50Z,2022-11-09T01:51:44Z,2022-11-09T01:51:45Z,2022-11-09T01:51:45Z,535,C1L9K35F,2755,33,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Asian
100,311s (~5.18 minutes),2022-11-08 17:51:52,62e01fdb9adf283ff375724f,1,NA,"Nature is the environment around us that grows and prospers naturally, without any hunan interference.",3,2,3,2,3,3,2,7,4,4,2,3,1,2,1,2,3,5,7,1,3,3,4,3,4,4,2,3,7,7,1,7,2,5,3,4,3,3,4,1,4,1,2,6,2,4,1,1,2,2,1,4,7,2,2,2,2,1,2,2,1,3,4,26,male,man,NA,6,6,6,1,3,62e01fdb9adf283ff375724f,3,636b067dd0da2902e3b2e5a5,APPROVED,2022-11-09T01:46:39Z,2022-11-09T01:51:54Z,2022-11-09T01:51:55Z,2022-11-09T01:51:55Z,316,C1L9K35F,590,26,Male,Asian,United States,United States,United States,English,No,Full-Time,Asian
100,539s (~8.98 minutes),2022-11-08 17:51:57,6346bd8d5499de9342b7f09d,1,NA,Everything that's considered a natural part of the earth--from the plants to the sky that's part of the Earth's atmosphere,3,2,3,3,2,2,2,4,6,3,2,3,1,4,2,2,2,4,4,2,2,3,4,4,4,5,7,2,1,4,1,7,2,7,2,4,2,3,4,1,3,1,1,6,6,5,4,4,4,1,1,4,4,5,5,4,6,2,3,4,1,3,3,24,female,woman,NA,4,4,4,1,3,6346bd8d5499de9342b7f09d,3,636b059ab08de40a948d93ec,APPROVED,2022-11-09T01:42:55Z,2022-11-09T01:52:00Z,2022-11-09T01:52:00Z,2022-11-09T01:52:00Z,545,C1L9K35F,152,24,Prefer not to say,Other,United States,United States,United States,Vietnamese,No,Other,Other
100,307s (~5.12 minutes),2022-11-08 17:52:21,629e4d79be0e1ecd4ce30ab4,1,NA,"the earth, life, trees, plants, animals, everything that came from the earth and is created naturally. The force and vibrations of nature, the truth and essence to life.",7,7,7,6,6,7,6,4,6,6,7,7,7,5,6,7,7,7,7,7,6,3,6,2,5,7,7,7,7,7,6,7,5,4,7,7,6,4,7,6,6,6,6,6,3,7,5,6,2,5,7,5,7,6,7,6,7,6,6,7,1,4,4,25,no_answer,trans woman,NA,6,7,7,1,3,629e4d79be0e1ecd4ce30ab4,3,636b063ab3cb69c7905d6f1d,APPROVED,2022-11-09T01:45:36Z,2022-11-09T01:52:24Z,2022-11-09T01:52:24Z,2022-11-09T01:52:24Z,408,C1L9K35F,579,25,Male,White,United States,United States,United States,English,No,Part-Time,White
100,515s (~8.58 minutes),2022-11-08 17:52:24,60ff5e9c4ad2b18d63ec594b,1,NA,Things that are naturally produced,4,4,3,3,2,4,3,7,6,3,4,5,3,1,2,3,1,3,4,1,3,3,4,3,6,6,6,5,7,6,1,7,4,4,4,2,3,4,4,1,3,2,1,6,1,3,2,5,1,3,1,6,4,2,2,2,4,2,1,2,1,3,3,36,female,woman,NA,6,6,7,1,3,60ff5e9c4ad2b18d63ec594b,3,636b05cdb08de40a948d93ed,APPROVED,2022-11-09T01:43:45Z,2022-11-09T01:52:27Z,2022-11-09T01:52:27Z,2022-11-09T01:52:27Z,523,C1L9K35F,31,36,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,White
100,618s (~10.3 minutes),2022-11-08 17:52:33,5c2fde1bbd41a60001056ec0,1,NA,"Nature is anything which isn't made by humans. The woods, the mountains, the deserts, and the oceans, among other things.",3,1,3,3,5,5,6,5,3,5,1,1,1,1,1,1,2,6,7,1,1,3,3,6,6,5,6,7,7,7,2,6,2,5,1,5,2,1,6,4,3,1,1,6,6,1,5,5,2,6,5,5,5,1,2,5,5,1,6,1,1,4,4,33,male,man,NA,6,7,6,1,3,5c2fde1bbd41a60001056ec0,3,636b0571d309e62736b70850,APPROVED,2022-11-09T01:42:13Z,2022-11-09T01:52:35Z,2022-11-09T01:52:35Z,2022-11-09T01:52:35Z,623,C1L9K35F,397,33,Male,White,United States,United States,United States,English,No,Part-Time,White
100,671s (~11.18 minutes),2022-11-08 17:52:43,60fcd2732f224ad841d9677d,1,NA,Anything not man made,5,5,6,5,5,5,5,7,6,2,5,6,6,6,6,5,5,6,7,6,5,3,5,6,5,7,6,7,7,7,5,7,6,7,5,7,5,4,6,5,6,6,5,6,6,6,3,4,5,6,6,7,7,6,5,5,6,6,6,6,1,4,4,33,female,woman,NA,7,7,7,1,3,60fcd2732f224ad841d9677d,3,636b054286a75f0547bf5c0d,APPROVED,2022-11-09T01:41:25Z,2022-11-09T01:52:48Z,2022-11-09T01:52:49Z,2022-11-09T01:52:49Z,683,C1L9K35F,110,33,Female,White,United States,United States,United States,English,No,Part-Time,White
100,313s (~5.22 minutes),2022-11-08 17:53:01,5ebb96b6cd673a0008ace9ce,1,NA,The natural world that exists outside and is part of the foundation of Earth itself.,3,3,4,2,5,3,4,5,6,7,3,2,3,5,4,4,6,7,5,4,3,3,6,7,5,6,2,3,4,7,4,6,1,3,3,2,4,6,5,3,4,1,2,6,4,2,4,2,2,1,1,1,7,5,4,2,3,2,3,4,1,3,4,25,male,man,NA,6,7,6,1,3,5ebb96b6cd673a0008ace9ce,3,636b06093dd95ebc2995e3c1,APPROVED,2022-11-09T01:47:46Z,2022-11-09T01:53:05Z,2022-11-09T01:53:06Z,2022-11-09T01:53:06Z,320,C1L9K35F,2945,25,Male,Asian,United States,United States,United States,Bengali,Yes,Other,Asian
100,383s (~6.38 minutes),2022-11-08 17:53:02,6298cc9622b9c0f184d25cb3,1,NA,"Life forms, events, environments, and patterns occuring in the natural world, without human intervention",7,7,7,7,7,7,7,7,6,1,7,7,7,7,5,7,7,7,7,7,7,3,7,4,4,7,7,6,7,6,5,7,7,4,7,7,2,7,7,7,7,5,6,6,4,7,7,6,2,6,2,3,7,4,6,4,5,6,6,5,1,4,4,30,female,non-binary,NA,7,7,7,1,3,6298cc9622b9c0f184d25cb3,3,636b06717be9aa098b1b840b,APPROVED,2022-11-09T01:46:34Z,2022-11-09T01:53:06Z,2022-11-09T01:53:08Z,2022-11-09T01:53:08Z,393,C1L9K35F,170,37,Male,White,United States,United States,United States,English,No,Full-Time,White
100,444s (~7.4 minutes),2022-11-08 17:53:03,60fd8be40b4150653bf996d5,1,NA,"Any part of the natural environment such as plants, animals, fungi, and non-living things that aren't man-made.",7,5,7,6,7,7,7,7,7,1,7,5,7,7,7,6,7,7,7,7,7,3,7,7,7,4,7,7,7,7,7,7,7,6,3,7,7,7,7,6,6,4,5,6,3,4,4,4,2,4,3,6,7,2,1,4,4,4,5,5,1,4,4,23,female,non-binary,NA,7,7,7,1,3,60fd8be40b4150653bf996d5,3,636b063ec4ce008846bda047,APPROVED,2022-11-09T01:45:37Z,2022-11-09T01:53:05Z,2022-11-09T01:53:11Z,2022-11-09T01:53:06Z,449,C1L9K35F,745,23,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",White
100,497s (~8.28 minutes),2022-11-08 17:53:12,62bddb63d7c84ff6e9c592f5,1,NA,"I'd define nature as any and all organically occurring life or object on Earth. 
",2,2,3,1,4,5,4,7,6,2,2,4,2,3,1,2,4,7,6,4,4,3,5,1,6,6,7,7,7,7,2,7,2,4,5,5,3,1,5,2,6,1,4,6,2,3,4,4,3,2,3,4,7,4,4,6,4,5,2,4,1,4,4,24,female,woman,NA,7,7,7,1,3,62bddb63d7c84ff6e9c592f5,3,636b060f1972081f458eb7c5,APPROVED,2022-11-09T01:44:52Z,2022-11-09T01:53:16Z,2022-11-09T01:53:17Z,2022-11-09T01:53:17Z,505,C1L9K35F,339,24,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,White
100,403s (~6.72 minutes),2022-11-08 17:53:30,6294fce0aa6f8d12e0a7cd1e,1,NA,outdoors,3,2,3,2,2,2,2,3,3,5,3,2,2,4,2,2,3,3,3,3,3,3,3,4,3,3,3,2,5,3,2,5,2,3,4,4,2,2,4,2,3,2,2,6,3,2,2,2,2,3,1,2,3,2,2,2,2,2,2,2,1,1,1,32,male,man,NA,3,3,3,1,3,6294fce0aa6f8d12e0a7cd1e,3,636b0682312a7a29d1e6dde1,APPROVED,2022-11-09T01:46:44Z,2022-11-09T01:53:33Z,2022-11-09T01:53:33Z,2022-11-09T01:53:33Z,409,C1L9K35F,1114,32,Male,White,United States,United States,United States,English,No,Full-Time,White
100,304s (~5.07 minutes),2022-11-08 17:53:45,6234864ec4a6e1aa0229fbd7,1,NA,"The outdoors, the earth",5,5,6,6,6,5,6,4,4,5,6,7,5,7,6,6,6,6,5,5,5,3,6,6,6,6,4,6,7,7,5,7,6,4,6,6,6,4,7,6,6,3,4,6,6,3,3,6,4,5,6,6,7,6,6,5,6,6,4,4,1,4,4,36,female,woman,NA,5,6,5,1,3,6234864ec4a6e1aa0229fbd7,3,636b06f37b69885baab54eb6,APPROVED,2022-11-09T01:48:38Z,2022-11-09T01:53:48Z,2022-11-09T01:53:49Z,2022-11-09T01:53:49Z,310,C1L9K35F,198,36,Female,White,United States,United States,United States,English,No,Full-Time,White
100,949s (~15.82 minutes),2022-11-08 17:53:49,6049125ff45e4264318313b9,1,NA,Things that occur in the natural world. Outside. God-made as opposed to man-made.,5,3,4,2,3,1,3,5,5,4,4,4,3,2,1,5,5,6,5,4,1,3,5,2,7,7,7,7,7,7,3,5,6,5,2,7,3,4,7,2,7,1,5,6,4,3,2,3,2,4,4,6,2,4,4,4,6,3,4,4,1,3,3,36,female,woman,NA,2,2,2,1,3,6049125ff45e4264318313b9,3,636b0472f363bd937d7bd064,APPROVED,2022-11-09T01:37:56Z,2022-11-09T01:53:52Z,2022-11-09T01:53:53Z,2022-11-09T01:53:52Z,956,C1L9K35F,595,36,Female,White,United States,United States,United States,English,No,Part-Time,White
100,422s (~7.03 minutes),2022-11-08 17:53:50,6109e5a0f7755d8fcba8b50c,1,NA,"Nature is the elements that make up the world around us, as it exists in it's pure, natural state. The flora and fauna of the Earth.",2,1,2,1,4,4,2,7,6,1,2,2,1,4,1,1,3,7,7,3,7,3,3,1,7,7,7,7,7,7,1,7,6,4,7,7,4,7,7,1,7,1,1,6,1,2,2,1,1,4,1,6,7,4,4,5,6,1,1,2,1,4,4,25,female,woman,NA,7,7,7,1,3,6109e5a0f7755d8fcba8b50c,3,636b067402ad41787c5b7a44,APPROVED,2022-11-09T01:46:38Z,2022-11-09T01:53:59Z,2022-11-09T01:53:59Z,2022-11-09T01:53:59Z,441,C1L9K35F,1331,25,Female,White,United States,United States,United States,English,No,Other,White
100,386s (~6.43 minutes),2022-11-08 17:54:04,5ac43d51a3ba7a0001b498d0,1,NA,"Nature is all the living things that make up and inhabit the world we live in, us included",3,2,4,3,3,2,5,1,3,7,3,2,4,3,2,1,7,7,7,7,6,3,4,2,4,7,7,7,7,7,1,7,2,7,6,1,1,7,1,1,7,1,1,6,4,1,1,2,1,2,1,4,7,2,1,1,1,1,1,1,1,4,4,38,male,man,NA,5,5,5,1,3,5ac43d51a3ba7a0001b498d0,3,636b06b140dd9f51d479ecaa,APPROVED,2022-11-09T01:47:32Z,2022-11-09T01:54:06Z,2022-11-09T01:54:07Z,2022-11-09T01:54:07Z,395,C1L9K35F,2701,38,Male,White,United States,United States,United States,English,No,Full-Time,White
100,387s (~6.45 minutes),2022-11-08 17:54:10,5d93828b5b11ac0017eedc19,1,NA,The natural existence of life on earth.,4,2,4,1,1,1,1,7,7,4,4,2,1,4,1,4,6,6,7,4,4,3,4,1,6,6,7,4,4,4,1,6,4,5,2,7,1,1,6,6,1,1,1,6,4,4,4,2,1,2,1,1,2,4,6,1,2,7,2,3,1,2,3,38,male,man,NA,7,7,7,1,3,5d93828b5b11ac0017eedc19,3,636b06b53418ff138eafa9af,APPROVED,2022-11-09T01:47:37Z,2022-11-09T01:54:16Z,2022-11-09T01:54:17Z,2022-11-09T01:54:17Z,400,C1L9K35F,1428,38,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),White
