Progress,duration,RecordedDate,student_id,definition,AIMES_4,AIMES_1,AIMES_2,AIMES_8,AIMES_6,AIMES_5,AIMES_7,AIMES_9,AIMES_10,AIMES_11,AIMES_15,AIMES_14,AIMES_17,NEW_1,NEW_2,SPIRIT_10,SPIRIT_12,AIMES_18,AIMES_19,AIMES_20,NEW_3,ATT_1_[3],DISPO_29,DISPO_21,DISPO_22,DISPO_34,DISPO_32,DISPO_37,DISPO_38,DISPO_39,DISPO_16,DISPO_36,DISPO_28,DISPO_26,DISPO_33,NEW_4,NEW_5,DISPO_23,NEW_6,NEW_7,NEW_8,NEW_9,NEW_10,ATT_2_[6],DISPO_8,DISPO_13,DISPO_18,DISPO_19,DISPO_1,DISPO_5,DISPO_6,DISPO_20,DISPO_7,DISPO_2,DISPO_10,DISPO_11,DISPO_12,DISPO_15,NEW_11,NEW_12,ATT_3_[1],nature_child,open_nature_child,land_child_cat_1,land_child_cat_2,land_child_cat_3,land_child_cat_4,land_child_cat_5,land_child_cat_6,land_child_cat_7,land_child_cat_8,land_child_cat_8_TEXT,land_child_freq,nature_live_now,open_nature_now,land_now_cat_1,land_now_cat_2,land_now_cat_3,land_now_cat_4,land_now_cat_5,land_now_cat_6,land_now_cat_7,land_now_cat_8,land_now_cat_8_TEXT,land_now_freq,age,gender,gender_6_TEXT,sex,ethnoracial,ethnomixed_1,ethnomixed_2,ethnomixed_3,ethnomixed_4,ethnomixed_5,ethnomixed_6,ethnomixed_7,ethnomixed_8,ethnoasian_1,ethnoasian_2,ethnoasian_3,ethnoasian_4,ethnoasian_5,ethnoasian_6,ethnoasian_7,ethnoasian_8,ethnoasian_9,ethnoasian_10,ethnoasian_11,ethnoasian_12,ethnoasian_13,ethnoasian_14,ethnoasian_15,ethnoasian_16,ethnoasian_17,ethnoasian_18,ethnoasian_19,ethnoasian_20,ethnoasian_21,ethnoasian_22,ethnoasian_23,ethnoasian_24,ethnoasian_25,ethnoasian_26,ethnoasian_27,ethnoasian_28,ethnoasian_29,ethnoasian_30,ethnoasian_31,ethnoasian_32,ethnoasian_33,ethnoasian_34,ethnoasian_35,ethnoasian_36,ethnoPI_1,ethnoPI_2,ethnoPI_3,ethnoPI_4,ethnoPI_5,ethnoPI_6,ethnoPI_7,ethnoPI_8,ethnoPI_9,ethnoPI_10,ethnoPI_11,ethnoPI_12,ethnoPI_13,ethnoPI_14,ethnoPI_15,ethnoPI_16,ethnoPI_17,ethnoPI_17_TEXT,countryborn,countrygrow,countrylive,agemoveUS,state,zip,college year,college year_9_TEXT,major,SESpeer,SESfamily,familywealth,politics_1,politics_2,politics_3,subjectATT,hearstudy,SC0,id,lab,round2,ATT_1,ATT_2,ATT_3,att_total,att_pc
100,678s (~11.3 minutes),2023-03-03 14:57:00,5299,Living or non man-made. Part of the environment that existed and will exist before (or after) human existence,6,6,7,7,7,4,5,7,5,2,4,5,4,7,5,5,5,7,7,7,7,3,7,7,7,7,5,7,7,7,7,7,5,1,4,5,3,3,7,7,7,7,4,6,7,2,2,1,3,2,1,7,7,2,3,7,7,4,2,1,1,1,"Beaches, weekends in mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Beaches, marshes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,woman,NA,female,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92117,5,NA,78,7,7,2,6,7,7,1,2,3,41873,dobkins,NA,1,1,1,3,1
100,13874s (~3.85 hours),2023-03-03 16:00:14,2160,anything that exists in the world organically and not influenced by man,3,1,3,2,4,2,1,7,7,2,4,2,3,1,3,4,3,3,5,1,3,3,5,1,2,2,2,2,5,4,1,5,5,7,4,4,1,4,2,1,2,1,1,6,5,2,1,5,2,2,3,1,4,4,5,5,5,5,2,1,1,2,"mountains, desert, brown and ugly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"beaches, small hills, greenery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92029,4,NA,78,5,5,7,2,3,3,1,2,3,41935,dobkins,NA,1,1,1,3,1
100,967s (~16.12 minutes),2023-03-03 17:01:10,8949,"Nature is the external, physical environment that includes plants, the landscape, etc.",4,3,5,3,3,2,4,2,4,6,6,6,2,4,6,4,3,5,5,4,5,3,7,5,5,7,6,6,6,6,3,7,5,5,6,3,5,2,1,1,4,1,2,6,2,3,2,4,1,2,2,2,2,2,3,3,3,2,2,1,1,1,"I lived in the city so I grew up around buildings but beaches were nearby. In addition, some mountains were around me.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"I am still living in an urban environment so I am surrounded by buildings. Once again, I am close by to a beach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,2,6,92093,2,NA,15,4,6,4,6,5,6,1,2,3,46566,dobkins,NA,1,1,1,3,1
100,395s (~6.58 minutes),2023-03-03 17:09:09,8949,"Nature is a physical, external environment that includes plants, the landscape, etc.",4,5,4,3,3,2,2,2,4,6,6,6,1,3,2,2,2,5,3,3,4,3,6,5,5,6,6,5,5,6,3,7,5,4,6,3,6,2,1,2,5,1,2,6,3,4,2,6,2,2,2,4,3,2,5,4,4,3,3,1,1,1,"I grew in the city so I was surrounded by buildings. But, there were was a beach and some mountains nearby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"I still live in the city so I am surrounded by buildings. Once again, I live close by to a beach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,2,6,92093,2,NA,15,4,6,4,6,5,6,1,2,3,46566,dobkins,NA,1,1,1,3,1
100,750s (~12.5 minutes),2023-03-03 18:22:10,3724,Anything that is natural,1,4,1,1,1,1,1,7,3,5,1,7,1,1,1,1,4,4,2,1,2,3,1,1,1,4,1,1,5,7,1,7,1,3,3,5,1,1,2,2,4,1,1,6,1,4,1,1,3,1,1,1,3,5,1,1,2,3,1,1,1,2,"Beaches, some urban parts, mostly surburbs (buildings and malls)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Same (haven't moved),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,man,NA,male,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,91950,1,NA,78,6,7,7,4,4,4,1,2,3,44802,dobkins,NA,1,1,1,3,1
100,1933s (~32.22 minutes),2023-03-03 20:08:30,3198,"Nature is an organic environment and elements/creatures that live within the environment, building up the world we live in.",4,1,2,1,4,4,3,7,7,1,4,4,1,1,1,3,4,7,3,1,4,3,7,4,7,7,5,7,7,7,1,7,4,4,4,3,2,1,4,4,6,1,2,6,5,4,3,1,1,1,1,7,1,2,5,5,3,4,1,3,1,1,There were lots of beaches and parks.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"There are beaches where I live now, but it's a lot of city buildings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,112,189,NA,6,92092,1,NA,16,3,5,2,7,7,7,1,2,3,47642,dobkins,NA,1,1,1,3,1
100,470s (~7.83 minutes),2023-03-03 20:17:18,1443,"interesting,repectful",3,4,4,3,4,4,6,4,4,4,3,6,4,4,4,3,4,4,4,4,2,3,3,4,4,6,4,4,3,4,3,6,4,4,7,4,4,4,4,6,6,4,4,6,2,3,2,4,2,1,2,2,2,2,2,2,3,2,2,2,2,1,modern building near sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,beaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,189,NA,6,92037,4,NA,15,9,10,13,4,4,4,2,2,2,34772,dobkins,NA,1,1,0,2,0.6666666666666666
100,780s (~13 minutes),2023-03-03 20:41:49,3825,"something that is not a product of human, like animals, plants, landscapes, etc.",5,4,3,4,5,5,5,4,5,7,4,6,4,4,6,5,6,6,7,6,7,3,4,5,5,7,6,6,6,6,7,7,5,3,5,3,6,5,6,6,4,5,5,6,5,5,7,4,5,3,3,4,5,6,6,5,3,6,4,6,1,1,I grew up surrounded by buildings and not much else,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,I still live around buildings and not much else,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,79,189,NA,6,92092,2,NA,34,6,8,12,5,5,6,1,2,3,46071,dobkins,NA,1,1,1,3,1
100,616s (~10.27 minutes),2023-03-03 21:26:57,9020,"the scenery of the world like plants, animals ,trees and mountains.",7,6,6,6,6,6,5,3,3,5,5,6,4,4,4,6,6,5,5,6,6,3,6,2,2,5,3,4,3,6,6,6,5,4,4,3,6,6,7,3,4,1,3,6,4,6,4,4,2,2,2,2,4,7,6,6,6,7,3,5,1,1,There were beaches.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,There a lot of beaches and they look pretty.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,woman,NA,female,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92105,4,NA,78,5,5,5,5,4,6,1,2,3,41117,dobkins,NA,1,1,1,3,1
100,639s (~10.65 minutes),2023-03-03 22:18:30,3828,"The environment, or the essence of something.",3,3,4,2,4,3,4,3,4,6,5,5,5,5,4,4,5,5,5,5,5,3,4,2,4,6,3,5,6,6,4,6,3,2,3,6,5,6,5,5,2,6,3,6,5,5,4,3,6,3,3,3,6,6,6,6,3,6,3,3,1,1,farmland and city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"beaches, mountains, forrest, altogether in SD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,189,NA,6,92122,3,NA,78,6,4,13,5,3,7,1,2,3,37845,dobkins,NA,1,1,1,3,1
100,629s (~10.48 minutes),2023-03-06 07:46:45,7133,I would define nature as landscapes or parts of the earth that have not be interfered with by humans.,4,5,6,2,6,2,4,4,3,3,5,6,2,4,1,4,6,7,6,4,4,3,5,5,7,4,4,5,7,7,6,7,6,3,7,7,4,7,6,4,4,1,4,6,1,6,2,6,1,1,1,5,7,2,2,2,1,1,4,1,1,1,"City, beaches, and mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"City, beaches, mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,man,NA,male,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92108,3,NA,NA,6,6,13,4,3,5,2,2,3,45735,dobkins,NA,1,1,1,3,1
100,568s (~9.47 minutes),2023-03-06 09:09:38,2814,Nature is something organic and can be found readily everywhere. Honestly doesn't take much convincing to find something of nature.,5,7,7,6,6,2,4,2,3,2,7,7,4,7,7,7,7,7,5,7,7,3,7,7,5,7,5,2,7,7,2,4,6,3,4,7,6,1,7,3,7,2,7,6,1,2,6,2,5,5,1,7,6,2,7,2,6,7,7,4,1,2,"Residental area, lots of trees, clear skies and sounds of seagulls from the coast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Lots of tall buildings, loud busy noise of construction, fireworks for celebrations, diverse groups of people.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,man,NA,male,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,2,6,95014,4,NA,15,8,9,11,4,4,4,1,2,3,35937,dobkins,NA,1,1,1,3,1
100,653s (~10.88 minutes),2023-03-06 09:10:57,4911,What's originally existed on the Earth.,5,3,4,4,5,4,6,5,3,5,4,5,5,4,6,4,4,7,5,6,6,3,5,4,6,7,4,3,7,7,6,7,3,2,7,4,3,7,7,6,5,4,4,6,6,4,4,3,4,3,3,3,7,5,3,4,3,4,5,4,1,1,I grew up in a city. Mostly the landscape was buildings and houses.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Still, the landscape is mostly houses, but there are more afforest and grounds that are empty.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,man,NA,male,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,189,NA,6,92122,4,NA,78,3,7,12,4,4,3,1,2,3,38942,dobkins,NA,1,1,1,3,1
100,839s (~13.98 minutes),2023-03-06 09:14:09,8110,something of pure state,2,2,2,2,2,2,2,5,6,3,3,5,2,2,3,2,3,4,3,4,4,3,3,1,5,5,4,3,7,5,3,7,3,4,5,3,4,2,4,2,5,1,2,6,3,5,3,2,3,4,4,6,7,6,4,5,4,6,2,6,1,2,desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,hills/mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92071,3,NA,78,6,8,8,5,4,6,1,2,3,43044,dobkins,NA,1,1,1,3,1
100,458s (~7.63 minutes),2023-03-06 09:19:22,9489,"Nature refers to the living world, such as animals, plants, weather, etc.",3,3,2,2,2,2,3,4,2,5,3,3,2,4,3,2,4,6,5,4,4,3,4,3,3,7,2,3,6,6,2,7,3,2,4,5,4,2,5,5,5,2,3,6,3,3,3,2,1,3,2,3,6,6,4,4,5,6,4,5,1,2,"Beaches about 25 minutes away, mountains around but mostly dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,I live in the same city by closer to the beaches now but pretty much the same - there are mountains nearby and the landscape is pretty dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,189,189,NA,6,92122,4,NA,78,7,8,10,6,5,6,1,2,3,33989,dobkins,NA,1,1,1,3,1
100,482s (~8.03 minutes),2023-03-06 09:25:13,6694,Nature is outside in the wild. I believe nature is untouched by humans.,1,1,1,2,4,4,1,5,7,2,5,3,1,7,3,4,4,5,7,5,6,3,1,1,1,1,7,4,7,1,1,7,1,1,2,1,1,3,3,5,5,1,1,6,1,1,1,3,1,1,1,1,4,5,6,5,1,6,1,1,1,2,"I grew up in a desert suburban area surrounding LA. It had mountains/hills to the south and north, but generally all around was dirt and cactus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Beaches and small hills, a lot more green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,woman,NA,female,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,1,6,92117,3,NA,38,5,6,11,4,4,4,1,2,3,47876,dobkins,NA,1,1,1,3,1
100,770s (~12.83 minutes),2023-03-06 09:29:45,2859,Anything that has life that is not made by people or caused by the event by people.,5,5,4,5,6,3,5,4,3,5,5,5,4,2,4,5,5,7,5,4,4,3,5,2,4,5,3,4,5,5,5,6,4,3,5,5,4,2,4,4,5,2,4,6,3,3,3,2,2,2,3,2,5,6,5,4,4,4,4,2,1,2,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92092,2,NA,78,4,4,2,6,6,6,2,2,3,42037,dobkins,NA,1,1,1,3,1
100,655s (~10.92 minutes),2023-03-06 10:06:39,2148,An natural space where plants and animals live,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,5,7,7,7,4,7,6,3,7,7,7,1,7,6,7,7,7,6,5,6,3,7,7,7,7,7,7,7,7,6,1,2,Beaches and some mountains. When I would go to my grandparents house often as a kid I would spend most of my time in forests.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Beaches and mountains.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,woman,NA,female,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92127,5,NA,78,4,5,13,7,7,7,1,2,3,42351,dobkins,NA,1,1,1,3,1
100,271s (~4.52 minutes),2023-03-06 10:09:09,6965,"green, trees, forests",6,6,6,5,6,6,6,4,2,6,6,6,5,5,6,6,6,6,6,6,6,3,6,4,4,6,4,5,4,4,3,4,4,1,4,5,4,2,5,6,4,3,4,6,6,6,5,5,5,5,1,5,6,5,7,5,6,6,6,4,1,2,mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"cities, buildings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92101,3,NA,29,5,5,13,4,4,4,2,2,3,37913,dobkins,NA,1,1,1,3,1
100,400s (~6.67 minutes),2023-03-06 10:20:59,892,"Nature to me means either a person’s trait or wildlife.
",5,4,5,4,5,3,4,4,5,5,4,5,3,4,4,3,3,5,4,4,6,3,3,5,3,5,5,5,6,6,4,6,4,5,4,4,5,4,4,3,5,3,4,6,6,5,5,5,4,3,3,5,4,5,4,5,5,5,5,3,1,2,City-like with a lot of buildings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,City-like with a lot of buildings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,2,6,90706,10,NA,99,4,4,13,4,4,4,1,2,3,44067,dobkins,NA,1,1,1,3,1
100,552s (~9.2 minutes),2023-03-06 10:23:39,3030,nature is anything natural that is around us and is mostly outside; nothing man made,6,6,4,2,6,2,2,5,3,3,7,6,3,2,6,4,6,7,5,3,5,3,2,1,2,5,6,6,7,7,1,7,5,3,6,5,6,7,6,2,4,1,6,6,2,4,5,6,7,4,3,7,7,5,1,4,6,6,6,5,1,2,beaches and mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,beaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,woman,NA,female,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92122,4,NA,45,6,7,9,3,2,3,1,2,3,34034,dobkins,NA,1,1,1,3,1
100,697s (~11.62 minutes),2023-03-06 10:26:05,9741,"I'd define nature as the original state of being that occurs without outside interference, almost like the cycle of things. Nature would be something that exists like trees and animals because they occur ""naturally"".",5,1,3,1,1,1,1,4,3,2,4,3,2,6,3,1,7,5,7,7,5,3,4,2,3,7,7,4,7,7,1,7,2,7,7,5,4,1,5,2,6,1,5,6,1,4,7,2,1,4,2,3,7,1,1,2,1,1,2,2,1,2,Where I grew up there's mountains around us and a couple lakes and ponds. Beaches were a couple hours away. The place I grew up in was just a small suburban city with a few parks with tall thick trees.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"There's lots of beaches and mountains close by, lots of canyons and cliffs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,2,6,92092,1,NA,93,6,6,9,5,4,7,1,2,3,47364,dobkins,NA,1,1,1,3,1
100,1132s (~18.87 minutes),2023-03-06 10:31:10,398,"Nature consists of the different natural plants, animals and living things in an environment.",5,5,5,4,5,4,4,5,3,4,6,6,5,4,4,4,7,7,6,6,4,3,4,2,5,5,3,5,6,7,3,6,5,3,6,4,6,2,5,4,6,2,3,6,4,5,4,4,1,4,1,2,5,6,5,5,4,6,3,4,1,2,"Lots of desert, farmlands and mountains nearby.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Lots of beaches and cities nearby. City lights, buildings and lots of cars.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,2,6,92860,1,NA,10,7,6,13,6,6,7,1,2,3,47861,dobkins,NA,1,1,1,3,1
